date_key,full_date,year,month,quarter,day_of_week,is_weekend,month_name
56,2023-02-25,2023,2,1,5,True,Feb
57,2023-02-26,2023,2,1,6,True,Feb
58,2023-02-27,2023,2,1,0,False,Feb
59,2023-02-28,2023,2,1,1,False,Feb
60,2023-03-01,2023,3,1,2,False,Mar
61,2023-03-02,2023,3,1,3,False,Mar
62,2023-03-03,2023,3,1,4,False,Mar
63,2023-03-04,2023,3,1,5,True,Mar
64,2023-03-05,2023,3,1,6,True,Mar
65,2023-03-06,2023,3,1,0,False,Mar
66,2023-03-07,2023,3,1,1,False,Mar
67,2023-03-08,2023,3,1,2,False,Mar
68,2023-03-09,2023,3,1,3,False,Mar
69,2023-03-10,2023,3,1,4,False,Mar
70,2023-03-11,2023,3,1,5,True,Mar
71,2023-03-12,2023,3,1,6,True,Mar
72,2023-03-13,2023,3,1,0,False,Mar
73,2023-03-14,2023,3,1,1,False,Mar
74,2023-03-15,2023,3,1,2,False,Mar
75,2023-03-16,2023,3,1,3,False,Mar
76,2023-03-17,2023,3,1,4,False,Mar
77,2023-03-18,2023,3,1,5,True,Mar
78,2023-03-19,2023,3,1,6,True,Mar
79,2023-03-20,2023,3,1,0,False,Mar
80,2023-03-21,2023,3,1,1,False,Mar
81,2023-03-22,2023,3,1,2,False,Mar
82,2023-03-23,2023,3,1,3,False,Mar
83,2023-03-24,2023,3,1,4,False,Mar
84,2023-03-25,2023,3,1,5,True,Mar
85,2023-03-26,2023,3,1,6,True,Mar
86,2023-03-27,2023,3,1,0,False,Mar
87,2023-03-28,2023,3,1,1,False,Mar
88,2023-03-29,2023,3,1,2,False,Mar
89,2023-03-30,2023,3,1,3,False,Mar
90,2023-03-31,2023,3,1,4,False,Mar
91,2023-04-01,2023,4,2,5,True,Apr
92,2023-04-02,2023,4,2,6,True,Apr
93,2023-04-03,2023,4,2,0,False,Apr
94,2023-04-04,2023,4,2,1,False,Apr
95,2023-04-05,2023,4,2,2,False,Apr
96,2023-04-06,2023,4,2,3,False,Apr
97,2023-04-07,2023,4,2,4,False,Apr
98,2023-04-08,2023,4,2,5,True,Apr
99,2023-04-09,2023,4,2,6,True,Apr
100,2023-04-10,2023,4,2,0,False,Apr
101,2023-04-11,2023,4,2,1,False,Apr
102,2023-04-12,2023,4,2,2,False,Apr
103,2023-04-13,2023,4,2,3,False,Apr
104,2023-04-14,2023,4,2,4,False,Apr
105,2023-04-15,2023,4,2,5,True,Apr
106,2023-04-16,2023,4,2,6,True,Apr
107,2023-04-17,2023,4,2,0,False,Apr
108,2023-04-18,2023,4,2,1,False,Apr
109,2023-04-19,2023,4,2,2,False,Apr
110,2023-04-20,2023,4,2,3,False,Apr
111,2023-04-21,2023,4,2,4,False,Apr
112,2023-04-22,2023,4,2,5,True,Apr
113,2023-04-23,2023,4,2,6,True,Apr
114,2023-04-24,2023,4,2,0,False,Apr
115,2023-04-25,2023,4,2,1,False,Apr
116,2023-04-26,2023,4,2,2,False,Apr
117,2023-04-27,2023,4,2,3,False,Apr
118,2023-04-28,2023,4,2,4,False,Apr
119,2023-04-29,2023,4,2,5,True,Apr
120,2023-04-30,2023,4,2,6,True,Apr
121,2023-05-01,2023,5,2,0,False,May
122,2023-05-02,2023,5,2,1,False,May
123,2023-05-03,2023,5,2,2,False,May
124,2023-05-04,2023,5,2,3,False,May
125,2023-05-05,2023,5,2,4,False,May
126,2023-05-06,2023,5,2,5,True,May
127,2023-05-07,2023,5,2,6,True,May
128,2023-05-08,2023,5,2,0,False,May
129,2023-05-09,2023,5,2,1,False,May
130,2023-05-10,2023,5,2,2,False,May
131,2023-05-11,2023,5,2,3,False,May
132,2023-05-12,2023,5,2,4,False,May
133,2023-05-13,2023,5,2,5,True,May
134,2023-05-14,2023,5,2,6,True,May
135,2023-05-15,2023,5,2,0,False,May
136,2023-05-16,2023,5,2,1,False,May
137,2023-05-17,2023,5,2,2,False,May
138,2023-05-18,2023,5,2,3,False,May
139,2023-05-19,2023,5,2,4,False,May
140,2023-05-20,2023,5,2,5,True,May
141,2023-05-21,2023,5,2,6,True,May
142,2023-05-22,2023,5,2,0,False,May
143,2023-05-23,2023,5,2,1,False,May
144,2023-05-24,2023,5,2,2,False,May
145,2023-05-25,2023,5,2,3,False,May
146,2023-05-26,2023,5,2,4,False,May
147,2023-05-27,2023,5,2,5,True,May
148,2023-05-28,2023,5,2,6,True,May
149,2023-05-29,2023,5,2,0,False,May
150,2023-05-30,2023,5,2,1,False,May
151,2023-05-31,2023,5,2,2,False,May
152,2023-06-01,2023,6,2,3,False,Jun
153,2023-06-02,2023,6,2,4,False,Jun
154,2023-06-03,2023,6,2,5,True,Jun
155,2023-06-04,2023,6,2,6,True,Jun
156,2023-06-05,2023,6,2,0,False,Jun
157,2023-06-06,2023,6,2,1,False,Jun
158,2023-06-07,2023,6,2,2,False,Jun
159,2023-06-08,2023,6,2,3,False,Jun
160,2023-06-09,2023,6,2,4,False,Jun
161,2023-06-10,2023,6,2,5,True,Jun
162,2023-06-11,2023,6,2,6,True,Jun
163,2023-06-12,2023,6,2,0,False,Jun
164,2023-06-13,2023,6,2,1,False,Jun
165,2023-06-14,2023,6,2,2,False,Jun
166,2023-06-15,2023,6,2,3,False,Jun
167,2023-06-16,2023,6,2,4,False,Jun
168,2023-06-17,2023,6,2,5,True,Jun
169,2023-06-18,2023,6,2,6,True,Jun
170,2023-06-19,2023,6,2,0,False,Jun
171,2023-06-20,2023,6,2,1,False,Jun
172,2023-06-21,2023,6,2,2,False,Jun
173,2023-06-22,2023,6,2,3,False,Jun
174,2023-06-23,2023,6,2,4,False,Jun
175,2023-06-24,2023,6,2,5,True,Jun
176,2023-06-25,2023,6,2,6,True,Jun
177,2023-06-26,2023,6,2,0,False,Jun
178,2023-06-27,2023,6,2,1,False,Jun
179,2023-06-28,2023,6,2,2,False,Jun
180,2023-06-29,2023,6,2,3,False,Jun
181,2023-06-30,2023,6,2,4,False,Jun
182,2023-07-01,2023,7,3,5,True,Jul
183,2023-07-02,2023,7,3,6,True,Jul
184,2023-07-03,2023,7,3,0,False,Jul
185,2023-07-04,2023,7,3,1,False,Jul
186,2023-07-05,2023,7,3,2,False,Jul
187,2023-07-06,2023,7,3,3,False,Jul
188,2023-07-07,2023,7,3,4,False,Jul
189,2023-07-08,2023,7,3,5,True,Jul
190,2023-07-09,2023,7,3,6,True,Jul
191,2023-07-10,2023,7,3,0,False,Jul
192,2023-07-11,2023,7,3,1,False,Jul
193,2023-07-12,2023,7,3,2,False,Jul
194,2023-07-13,2023,7,3,3,False,Jul
195,2023-07-14,2023,7,3,4,False,Jul
196,2023-07-15,2023,7,3,5,True,Jul
197,2023-07-16,2023,7,3,6,True,Jul
198,2023-07-17,2023,7,3,0,False,Jul
199,2023-07-18,2023,7,3,1,False,Jul
200,2023-07-19,2023,7,3,2,False,Jul
201,2023-07-20,2023,7,3,3,False,Jul
202,2023-07-21,2023,7,3,4,False,Jul
203,2023-07-22,2023,7,3,5,True,Jul
204,2023-07-23,2023,7,3,6,True,Jul
205,2023-07-24,2023,7,3,0,False,Jul
206,2023-07-25,2023,7,3,1,False,Jul
207,2023-07-26,2023,7,3,2,False,Jul
208,2023-07-27,2023,7,3,3,False,Jul
209,2023-07-28,2023,7,3,4,False,Jul
210,2023-07-29,2023,7,3,5,True,Jul
211,2023-07-30,2023,7,3,6,True,Jul
212,2023-07-31,2023,7,3,0,False,Jul
213,2023-08-01,2023,8,3,1,False,Aug
214,2023-08-02,2023,8,3,2,False,Aug
215,2023-08-03,2023,8,3,3,False,Aug
216,2023-08-04,2023,8,3,4,False,Aug
217,2023-08-05,2023,8,3,5,True,Aug
218,2023-08-06,2023,8,3,6,True,Aug
219,2023-08-07,2023,8,3,0,False,Aug
220,2023-08-08,2023,8,3,1,False,Aug
221,2023-08-09,2023,8,3,2,False,Aug
222,2023-08-10,2023,8,3,3,False,Aug
223,2023-08-11,2023,8,3,4,False,Aug
224,2023-08-12,2023,8,3,5,True,Aug
225,2023-08-13,2023,8,3,6,True,Aug
226,2023-08-14,2023,8,3,0,False,Aug
227,2023-08-15,2023,8,3,1,False,Aug
228,2023-08-16,2023,8,3,2,False,Aug
229,2023-08-17,2023,8,3,3,False,Aug
230,2023-08-18,2023,8,3,4,False,Aug
231,2023-08-19,2023,8,3,5,True,Aug
232,2023-08-20,2023,8,3,6,True,Aug
233,2023-08-21,2023,8,3,0,False,Aug
234,2023-08-22,2023,8,3,1,False,Aug
235,2023-08-23,2023,8,3,2,False,Aug
236,2023-08-24,2023,8,3,3,False,Aug
237,2023-08-25,2023,8,3,4,False,Aug
238,2023-08-26,2023,8,3,5,True,Aug
239,2023-08-27,2023,8,3,6,True,Aug
240,2023-08-28,2023,8,3,0,False,Aug
241,2023-08-29,2023,8,3,1,False,Aug
242,2023-08-30,2023,8,3,2,False,Aug
243,2023-08-31,2023,8,3,3,False,Aug
244,2023-09-01,2023,9,3,4,False,Sep
245,2023-09-02,2023,9,3,5,True,Sep
246,2023-09-03,2023,9,3,6,True,Sep
247,2023-09-04,2023,9,3,0,False,Sep
248,2023-09-05,2023,9,3,1,False,Sep
249,2023-09-06,2023,9,3,2,False,Sep
250,2023-09-07,2023,9,3,3,False,Sep
251,2023-09-08,2023,9,3,4,False,Sep
252,2023-09-09,2023,9,3,5,True,Sep
253,2023-09-10,2023,9,3,6,True,Sep
254,2023-09-11,2023,9,3,0,False,Sep
255,2023-09-12,2023,9,3,1,False,Sep
256,2023-09-13,2023,9,3,2,False,Sep
257,2023-09-14,2023,9,3,3,False,Sep
258,2023-09-15,2023,9,3,4,False,Sep
259,2023-09-16,2023,9,3,5,True,Sep
260,2023-09-17,2023,9,3,6,True,Sep
261,2023-09-18,2023,9,3,0,False,Sep
262,2023-09-19,2023,9,3,1,False,Sep
263,2023-09-20,2023,9,3,2,False,Sep
264,2023-09-21,2023,9,3,3,False,Sep
265,2023-09-22,2023,9,3,4,False,Sep
266,2023-09-23,2023,9,3,5,True,Sep
267,2023-09-24,2023,9,3,6,True,Sep
268,2023-09-25,2023,9,3,0,False,Sep
269,2023-09-26,2023,9,3,1,False,Sep
270,2023-09-27,2023,9,3,2,False,Sep
271,2023-09-28,2023,9,3,3,False,Sep
272,2023-09-29,2023,9,3,4,False,Sep
273,2023-09-30,2023,9,3,5,True,Sep
274,2023-10-01,2023,10,4,6,True,Oct
275,2023-10-02,2023,10,4,0,False,Oct
276,2023-10-03,2023,10,4,1,False,Oct
277,2023-10-04,2023,10,4,2,False,Oct
278,2023-10-05,2023,10,4,3,False,Oct
279,2023-10-06,2023,10,4,4,False,Oct
280,2023-10-07,2023,10,4,5,True,Oct
281,2023-10-08,2023,10,4,6,True,Oct
282,2023-10-09,2023,10,4,0,False,Oct
283,2023-10-10,2023,10,4,1,False,Oct
284,2023-10-11,2023,10,4,2,False,Oct
285,2023-10-12,2023,10,4,3,False,Oct
286,2023-10-13,2023,10,4,4,False,Oct
287,2023-10-14,2023,10,4,5,True,Oct
288,2023-10-15,2023,10,4,6,True,Oct
289,2023-10-16,2023,10,4,0,False,Oct
290,2023-10-17,2023,10,4,1,False,Oct
291,2023-10-18,2023,10,4,2,False,Oct
292,2023-10-19,2023,10,4,3,False,Oct
293,2023-10-20,2023,10,4,4,False,Oct
294,2023-10-21,2023,10,4,5,True,Oct
295,2023-10-22,2023,10,4,6,True,Oct
296,2023-10-23,2023,10,4,0,False,Oct
297,2023-10-24,2023,10,4,1,False,Oct
298,2023-10-25,2023,10,4,2,False,Oct
299,2023-10-26,2023,10,4,3,False,Oct
300,2023-10-27,2023,10,4,4,False,Oct
301,2023-10-28,2023,10,4,5,True,Oct
302,2023-10-29,2023,10,4,6,True,Oct
303,2023-10-30,2023,10,4,0,False,Oct
304,2023-10-31,2023,10,4,1,False,Oct
305,2023-11-01,2023,11,4,2,False,Nov
306,2023-11-02,2023,11,4,3,False,Nov
307,2023-11-03,2023,11,4,4,False,Nov
308,2023-11-04,2023,11,4,5,True,Nov
309,2023-11-05,2023,11,4,6,True,Nov
310,2023-11-06,2023,11,4,0,False,Nov
311,2023-11-07,2023,11,4,1,False,Nov
312,2023-11-08,2023,11,4,2,False,Nov
313,2023-11-09,2023,11,4,3,False,Nov
314,2023-11-10,2023,11,4,4,False,Nov
315,2023-11-11,2023,11,4,5,True,Nov
316,2023-11-12,2023,11,4,6,True,Nov
317,2023-11-13,2023,11,4,0,False,Nov
318,2023-11-14,2023,11,4,1,False,Nov
319,2023-11-15,2023,11,4,2,False,Nov
320,2023-11-16,2023,11,4,3,False,Nov
321,2023-11-17,2023,11,4,4,False,Nov
322,2023-11-18,2023,11,4,5,True,Nov
323,2023-11-19,2023,11,4,6,True,Nov
324,2023-11-20,2023,11,4,0,False,Nov
325,2023-11-21,2023,11,4,1,False,Nov
326,2023-11-22,2023,11,4,2,False,Nov
327,2023-11-23,2023,11,4,3,False,Nov
328,2023-11-24,2023,11,4,4,False,Nov
329,2023-11-25,2023,11,4,5,True,Nov
330,2023-11-26,2023,11,4,6,True,Nov
331,2023-11-27,2023,11,4,0,False,Nov
332,2023-11-28,2023,11,4,1,False,Nov
333,2023-11-29,2023,11,4,2,False,Nov
334,2023-11-30,2023,11,4,3,False,Nov
335,2023-12-01,2023,12,4,4,False,Dec
336,2023-12-02,2023,12,4,5,True,Dec
337,2023-12-03,2023,12,4,6,True,Dec
338,2023-12-04,2023,12,4,0,False,Dec
339,2023-12-05,2023,12,4,1,False,Dec
340,2023-12-06,2023,12,4,2,False,Dec
341,2023-12-07,2023,12,4,3,False,Dec
342,2023-12-08,2023,12,4,4,False,Dec
343,2023-12-09,2023,12,4,5,True,Dec
344,2023-12-10,2023,12,4,6,True,Dec
345,2023-12-11,2023,12,4,0,False,Dec
346,2023-12-12,2023,12,4,1,False,Dec
347,2023-12-13,2023,12,4,2,False,Dec
348,2023-12-14,2023,12,4,3,False,Dec
349,2023-12-15,2023,12,4,4,False,Dec
350,2023-12-16,2023,12,4,5,True,Dec
351,2023-12-17,2023,12,4,6,True,Dec
352,2023-12-18,2023,12,4,0,False,Dec
353,2023-12-19,2023,12,4,1,False,Dec
354,2023-12-20,2023,12,4,2,False,Dec
355,2023-12-21,2023,12,4,3,False,Dec
356,2023-12-22,2023,12,4,4,False,Dec
357,2023-12-23,2023,12,4,5,True,Dec
358,2023-12-24,2023,12,4,6,True,Dec
359,2023-12-25,2023,12,4,0,False,Dec
360,2023-12-26,2023,12,4,1,False,Dec
361,2023-12-27,2023,12,4,2,False,Dec
362,2023-12-28,2023,12,4,3,False,Dec
363,2023-12-29,2023,12,4,4,False,Dec
364,2023-12-30,2023,12,4,5,True,Dec
365,2023-12-31,2023,12,4,6,True,Dec
366,2024-01-01,2024,1,1,0,False,Jan
367,2024-01-02,2024,1,1,1,False,Jan
368,2024-01-03,2024,1,1,2,False,Jan
369,2024-01-04,2024,1,1,3,False,Jan
370,2024-01-05,2024,1,1,4,False,Jan
371,2024-01-06,2024,1,1,5,True,Jan
372,2024-01-07,2024,1,1,6,True,Jan
373,2024-01-08,2024,1,1,0,False,Jan
374,2024-01-09,2024,1,1,1,False,Jan
375,2024-01-10,2024,1,1,2,False,Jan
376,2024-01-11,2024,1,1,3,False,Jan
377,2024-01-12,2024,1,1,4,False,Jan
378,2024-01-13,2024,1,1,5,True,Jan
379,2024-01-14,2024,1,1,6,True,Jan
380,2024-01-15,2024,1,1,0,False,Jan
381,2024-01-16,2024,1,1,1,False,Jan
382,2024-01-17,2024,1,1,2,False,Jan
383,2024-01-18,2024,1,1,3,False,Jan
384,2024-01-19,2024,1,1,4,False,Jan
385,2024-01-20,2024,1,1,5,True,Jan
386,2024-01-21,2024,1,1,6,True,Jan
387,2024-01-22,2024,1,1,0,False,Jan
388,2024-01-23,2024,1,1,1,False,Jan
389,2024-01-24,2024,1,1,2,False,Jan
390,2024-01-25,2024,1,1,3,False,Jan
391,2024-01-26,2024,1,1,4,False,Jan
392,2024-01-27,2024,1,1,5,True,Jan
393,2024-01-28,2024,1,1,6,True,Jan
394,2024-01-29,2024,1,1,0,False,Jan
395,2024-01-30,2024,1,1,1,False,Jan
396,2024-01-31,2024,1,1,2,False,Jan
397,2024-02-01,2024,2,1,3,False,Feb
398,2024-02-02,2024,2,1,4,False,Feb
399,2024-02-03,2024,2,1,5,True,Feb
400,2024-02-04,2024,2,1,6,True,Feb
401,2024-02-05,2024,2,1,0,False,Feb
402,2024-02-06,2024,2,1,1,False,Feb
403,2024-02-07,2024,2,1,2,False,Feb
404,2024-02-08,2024,2,1,3,False,Feb
405,2024-02-09,2024,2,1,4,False,Feb
406,2024-02-10,2024,2,1,5,True,Feb
407,2024-02-11,2024,2,1,6,True,Feb
408,2024-02-12,2024,2,1,0,False,Feb
409,2024-02-13,2024,2,1,1,False,Feb
410,2024-02-14,2024,2,1,2,False,Feb
411,2024-02-15,2024,2,1,3,False,Feb
412,2024-02-16,2024,2,1,4,False,Feb
413,2024-02-17,2024,2,1,5,True,Feb
414,2024-02-18,2024,2,1,6,True,Feb
415,2024-02-19,2024,2,1,0,False,Feb
416,2024-02-20,2024,2,1,1,False,Feb
417,2024-02-21,2024,2,1,2,False,Feb
418,2024-02-22,2024,2,1,3,False,Feb
419,2024-02-23,2024,2,1,4,False,Feb
420,2024-02-24,2024,2,1,5,True,Feb
421,2024-02-25,2024,2,1,6,True,Feb
422,2024-02-26,2024,2,1,0,False,Feb
423,2024-02-27,2024,2,1,1,False,Feb
424,2024-02-28,2024,2,1,2,False,Feb
425,2024-02-29,2024,2,1,3,False,Feb
426,2024-03-01,2024,3,1,4,False,Mar
427,2024-03-02,2024,3,1,5,True,Mar
428,2024-03-03,2024,3,1,6,True,Mar
429,2024-03-04,2024,3,1,0,False,Mar
430,2024-03-05,2024,3,1,1,False,Mar
431,2024-03-06,2024,3,1,2,False,Mar
432,2024-03-07,2024,3,1,3,False,Mar
433,2024-03-08,2024,3,1,4,False,Mar
434,2024-03-09,2024,3,1,5,True,Mar
435,2024-03-10,2024,3,1,6,True,Mar
436,2024-03-11,2024,3,1,0,False,Mar
437,2024-03-12,2024,3,1,1,False,Mar
438,2024-03-13,2024,3,1,2,False,Mar
439,2024-03-14,2024,3,1,3,False,Mar
440,2024-03-15,2024,3,1,4,False,Mar
441,2024-03-16,2024,3,1,5,True,Mar
442,2024-03-17,2024,3,1,6,True,Mar
443,2024-03-18,2024,3,1,0,False,Mar
444,2024-03-19,2024,3,1,1,False,Mar
445,2024-03-20,2024,3,1,2,False,Mar
446,2024-03-21,2024,3,1,3,False,Mar
447,2024-03-22,2024,3,1,4,False,Mar
448,2024-03-23,2024,3,1,5,True,Mar
449,2024-03-24,2024,3,1,6,True,Mar
450,2024-03-25,2024,3,1,0,False,Mar
451,2024-03-26,2024,3,1,1,False,Mar
452,2024-03-27,2024,3,1,2,False,Mar
453,2024-03-28,2024,3,1,3,False,Mar
454,2024-03-29,2024,3,1,4,False,Mar
455,2024-03-30,2024,3,1,5,True,Mar
456,2024-03-31,2024,3,1,6,True,Mar
457,2024-04-01,2024,4,2,0,False,Apr
458,2024-04-02,2024,4,2,1,False,Apr
459,2024-04-03,2024,4,2,2,False,Apr
460,2024-04-04,2024,4,2,3,False,Apr
461,2024-04-05,2024,4,2,4,False,Apr
462,2024-04-06,2024,4,2,5,True,Apr
463,2024-04-07,2024,4,2,6,True,Apr
464,2024-04-08,2024,4,2,0,False,Apr
465,2024-04-09,2024,4,2,1,False,Apr
466,2024-04-10,2024,4,2,2,False,Apr
467,2024-04-11,2024,4,2,3,False,Apr
468,2024-04-12,2024,4,2,4,False,Apr
469,2024-04-13,2024,4,2,5,True,Apr
470,2024-04-14,2024,4,2,6,True,Apr
471,2024-04-15,2024,4,2,0,False,Apr
472,2024-04-16,2024,4,2,1,False,Apr
473,2024-04-17,2024,4,2,2,False,Apr
474,2024-04-18,2024,4,2,3,False,Apr
475,2024-04-19,2024,4,2,4,False,Apr
476,2024-04-20,2024,4,2,5,True,Apr
477,2024-04-21,2024,4,2,6,True,Apr
478,2024-04-22,2024,4,2,0,False,Apr
479,2024-04-23,2024,4,2,1,False,Apr
480,2024-04-24,2024,4,2,2,False,Apr
481,2024-04-25,2024,4,2,3,False,Apr
482,2024-04-26,2024,4,2,4,False,Apr
483,2024-04-27,2024,4,2,5,True,Apr
484,2024-04-28,2024,4,2,6,True,Apr
485,2024-04-29,2024,4,2,0,False,Apr
486,2024-04-30,2024,4,2,1,False,Apr
487,2024-05-01,2024,5,2,2,False,May
488,2024-05-02,2024,5,2,3,False,May
489,2024-05-03,2024,5,2,4,False,May
490,2024-05-04,2024,5,2,5,True,May
491,2024-05-05,2024,5,2,6,True,May
492,2024-05-06,2024,5,2,0,False,May
493,2024-05-07,2024,5,2,1,False,May
494,2024-05-08,2024,5,2,2,False,May
495,2024-05-09,2024,5,2,3,False,May
496,2024-05-10,2024,5,2,4,False,May
497,2024-05-11,2024,5,2,5,True,May
498,2024-05-12,2024,5,2,6,True,May
499,2024-05-13,2024,5,2,0,False,May
500,2024-05-14,2024,5,2,1,False,May
501,2024-05-15,2024,5,2,2,False,May
502,2024-05-16,2024,5,2,3,False,May
503,2024-05-17,2024,5,2,4,False,May
504,2024-05-18,2024,5,2,5,True,May
505,2024-05-19,2024,5,2,6,True,May
506,2024-05-20,2024,5,2,0,False,May
507,2024-05-21,2024,5,2,1,False,May
508,2024-05-22,2024,5,2,2,False,May
509,2024-05-23,2024,5,2,3,False,May
510,2024-05-24,2024,5,2,4,False,May
511,2024-05-25,2024,5,2,5,True,May
512,2024-05-26,2024,5,2,6,True,May
513,2024-05-27,2024,5,2,0,False,May
514,2024-05-28,2024,5,2,1,False,May
515,2024-05-29,2024,5,2,2,False,May
516,2024-05-30,2024,5,2,3,False,May
517,2024-05-31,2024,5,2,4,False,May
518,2024-06-01,2024,6,2,5,True,Jun
519,2024-06-02,2024,6,2,6,True,Jun
520,2024-06-03,2024,6,2,0,False,Jun
521,2024-06-04,2024,6,2,1,False,Jun
522,2024-06-05,2024,6,2,2,False,Jun
523,2024-06-06,2024,6,2,3,False,Jun
524,2024-06-07,2024,6,2,4,False,Jun
525,2024-06-08,2024,6,2,5,True,Jun
526,2024-06-09,2024,6,2,6,True,Jun
527,2024-06-10,2024,6,2,0,False,Jun
528,2024-06-11,2024,6,2,1,False,Jun
529,2024-06-12,2024,6,2,2,False,Jun
530,2024-06-13,2024,6,2,3,False,Jun
531,2024-06-14,2024,6,2,4,False,Jun
532,2024-06-15,2024,6,2,5,True,Jun
533,2024-06-16,2024,6,2,6,True,Jun
534,2024-06-17,2024,6,2,0,False,Jun
535,2024-06-18,2024,6,2,1,False,Jun
536,2024-06-19,2024,6,2,2,False,Jun
537,2024-06-20,2024,6,2,3,False,Jun
538,2024-06-21,2024,6,2,4,False,Jun
539,2024-06-22,2024,6,2,5,True,Jun
540,2024-06-23,2024,6,2,6,True,Jun
541,2024-06-24,2024,6,2,0,False,Jun
542,2024-06-25,2024,6,2,1,False,Jun
543,2024-06-26,2024,6,2,2,False,Jun
544,2024-06-27,2024,6,2,3,False,Jun
545,2024-06-28,2024,6,2,4,False,Jun
546,2024-06-29,2024,6,2,5,True,Jun
547,2024-06-30,2024,6,2,6,True,Jun
548,2024-07-01,2024,7,3,0,False,Jul
549,2024-07-02,2024,7,3,1,False,Jul
550,2024-07-03,2024,7,3,2,False,Jul
551,2024-07-04,2024,7,3,3,False,Jul
552,2024-07-05,2024,7,3,4,False,Jul
553,2024-07-06,2024,7,3,5,True,Jul
554,2024-07-07,2024,7,3,6,True,Jul
555,2024-07-08,2024,7,3,0,False,Jul
556,2024-07-09,2024,7,3,1,False,Jul
557,2024-07-10,2024,7,3,2,False,Jul
558,2024-07-11,2024,7,3,3,False,Jul
559,2024-07-12,2024,7,3,4,False,Jul
560,2024-07-13,2024,7,3,5,True,Jul
561,2024-07-14,2024,7,3,6,True,Jul
562,2024-07-15,2024,7,3,0,False,Jul
563,2024-07-16,2024,7,3,1,False,Jul
564,2024-07-17,2024,7,3,2,False,Jul
565,2024-07-18,2024,7,3,3,False,Jul
566,2024-07-19,2024,7,3,4,False,Jul
567,2024-07-20,2024,7,3,5,True,Jul
568,2024-07-21,2024,7,3,6,True,Jul
569,2024-07-22,2024,7,3,0,False,Jul
570,2024-07-23,2024,7,3,1,False,Jul
571,2024-07-24,2024,7,3,2,False,Jul
572,2024-07-25,2024,7,3,3,False,Jul
573,2024-07-26,2024,7,3,4,False,Jul
574,2024-07-27,2024,7,3,5,True,Jul
575,2024-07-28,2024,7,3,6,True,Jul
576,2024-07-29,2024,7,3,0,False,Jul
577,2024-07-30,2024,7,3,1,False,Jul
578,2024-07-31,2024,7,3,2,False,Jul
579,2024-08-01,2024,8,3,3,False,Aug
580,2024-08-02,2024,8,3,4,False,Aug
581,2024-08-03,2024,8,3,5,True,Aug
582,2024-08-04,2024,8,3,6,True,Aug
583,2024-08-05,2024,8,3,0,False,Aug
584,2024-08-06,2024,8,3,1,False,Aug
585,2024-08-07,2024,8,3,2,False,Aug
